diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,subtlety,internalStructure,calcification,sphericity,margin,lobulation,spiculation,texture,fourier_mean,fourier_max,fourier_min,fourier_std,malignancy_mode,malignancy_mean
-104.4976404976405,-2048.0,0.0,1903,1,0.2345879171822511,0.0536073495330916,3.602987324668337,67.21069696691916,72.00293396799883,82.61393647563345,16.900000000000002,93.91320460936258,2376.087187499997,15.766817413837003,0.3582694065857584,2403.5287153965337,1.011549040809992,2412.0525,-2048.0,-2048.0,7981760512.0,-3.203426503814917e-16,0.0,0.0,-2048.0,0.0,-2048.0,-2048.0,-2048.0,0.0,0.0,2048.0,0.0,10116881448.96,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,3.365000762226659,341.99527062532843,0.1797137522991741,35.18029529390356,1903.0,0.0,1.0,471.2942722017866,471.2942722017866,471.2942722017866,1.0,0.0039662296407303,0.0039662296407303,0.0039662296407303,447.6923076923077,1.0,0.0,1.0,65.44546038243928,65.44546038243928,65.44546038243928,1.0,2.956676840621924,81.96353642257648,0.1579089794599941,0.2352560734063624,15.132577075238286,0.2445768207438872,0.2445768207438872,0.2445768207438872,1.0,1.0,0.0,1.0,3621409.0,3621409.0,3621409.0,1.0,1.0,1.0,2.7613561461850897e-07,2.7613561461850897e-07,2.7613561461850897e-07,-3.203426503814917e-16,0.000525486074619,0.0,0.0,1000000.0,0.0,0.0,0.0,4,1,6,4,4,2,2,5,30497.211158807197,3897344.0,106.18986841623313,83974.28548987556,3,3.75
-110.86965174129354,-2048.0,0.0,1741,1,0.1836589410074874,0.0466618567404387,3.3861318282917083,72.5674472648486,90.00234719161494,93.00908557770042,14.96412376318774,93.00908557770042,2176.8256249999995,13.327660516278783,0.3610722583008854,2249.60238122662,1.0334325153980215,2206.7175,-2048.0,-2048.0,7302283264.0,-3.203426503814917e-16,0.0,0.0,-2048.0,0.0,-2048.0,-2048.0,-2048.0,0.0,0.0,2048.0,0.0,9255644037.12,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,3.390332598416006,300.39804709936817,0.1725433929347318,31.772549793291567,1741.0,0.0,1.0,467.097645031591,467.097645031591,467.097645031591,1.0,0.0034748100657505,0.0034748100657505,0.0034748100657505,410.84615384615387,1.0,0.0,1.0,66.21888139970308,66.21888139970308,66.21888139970308,1.0,2.9226224279236463,79.67868574660454,0.1652114714271751,0.2359828568903813,13.64324060649425,0.213369630515106,0.213369630515106,0.213369630515106,1.0,1.0,0.0,1.0,3031081.0,3031081.0,3031081.0,1.0,1.0,1.0,3.299153008448141e-07,3.299153008448141e-07,3.299153008448141e-07,-3.203426503814917e-16,0.0005743825387708,0.0,0.0,1000000.0,0.0,0.0,0.0,5,1,6,4,2,4,1,5,29397.66684903891,3565568.0,48.716179678904425,80237.52518512095,3,3.75
-15.432624113475176,-2048.0,0.0,34,1,0.190707220780191,0.0628556849549957,1.0623519868684212,16.90144634696223,18.0,18.046883387443938,3.31436268383531,18.046883387443938,37.1271875,3.223227859994679,0.4742271008966925,113.49039898954902,3.0568003296653976,43.095,-2048.0,-2048.0,142606336.0,-3.203426503814917e-16,0.0,0.0,-2048.0,0.0,-2048.0,-2048.0,-2048.0,0.0,0.0,2048.0,0.0,180753530.88,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,3.5868878409958094,3.0,0.088235294117647,14.124567474048446,34.0,0.0,1.0,126.23529411764706,126.23529411764706,126.23529411764706,1.0,0.0144998073984222,0.0144998073984222,0.0144998073984222,21.46153846153846,1.0,0.0,1.0,5.249011053785589,5.249011053785589,5.249011053785589,1.0,1.112416557427914,11.8537070503914,0.5130907215221351,0.6312217194570137,0.5339209632666472,0.5951535710192319,0.5951535710192319,0.5951535710192319,1.0,1.0,0.0,1.0,1156.0,1156.0,1156.0,1.0,1.0,1.0,0.0008650519031141,0.0008650519031141,0.0008650519031141,-3.203426503814917e-16,0.0294117647058823,0.0,0.0,1000000.0,0.0,0.0,0.0,4,1,5,5,5,1,1,5,7418.338995403909,69632.0,122.61999988916234,9358.129222727675,1,1.0
-129.63555555555556,-2048.0,0.0,3646,3,0.224200933548796,0.0488282865250399,4.183602706071475,85.67989998842282,111.00761235158603,112.00224328110576,22.898089439951097,129.94633507721562,4576.678437499974,19.209513563771868,0.354673500927892,3758.5671671025034,0.8212434450945678,4621.305,-2048.0,-2048.0,15292432384.0,-3.203426503814917e-16,0.0,0.0,-2048.0,0.0,-2048.0,-2048.0,-2048.0,0.0,0.0,2048.0,0.0,19383158046.72,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,3.1579961649873494,790.5101481075151,0.2168157290475905,28.631845357471377,3646.0,0.0,1.0,515.9199122325837,515.9199122325837,515.9199122325837,1.0,0.0034197081669628,0.0034197081669628,0.0034197081669628,690.6923076923077,1.0,0.0,1.0,102.96815858198646,102.96815858198646,102.96815858198646,1.0,3.3801787078074,94.358274179462,0.1162242667326629,0.1894383729271277,24.509648338210827,0.1634057664271548,0.1634057664271548,0.1634057664271548,3.0,1.0,0.0,1.0,4426246.0,4426246.0,4426246.0,1.0,1.6666666666666667,0.5555555555555556,0.6666666917694576,0.6666666917694576,0.6666666917694576,0.9182958340544888,0.0008228195282501,2949210.888888889,0.0,1000000.0,0.0,0.0,0.0,5,1,4,4,2,4,3,5,38404.07081903705,7467008.0,148.55106759642595,117548.11665240064,5,4.25
-30.445928208640076,-2048.0,0.0,521,1,0.2975400474982606,0.2247363874926452,5.476741242642963,24.369623912470324,30.146066012002297,28.039192641729183,8.92282158288509,30.155171646004604,556.2648097499987,7.250939056431166,0.5263405614839047,621.4483073597854,1.1171806960772552,572.1424020000001,-2048.0,-2048.0,2185232384.0,-3.203426503814917e-16,0.0,0.0,-2048.0,0.0,-2048.0,-2048.0,-2048.0,0.0,0.0,2048.0,0.0,2399739165.2782083,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,4.0830939144488365,40.865642994241846,0.0784369347298307,34.14737640960651,521.0,0.0,1.0,411.2226487523992,411.2226487523992,411.2226487523992,1.0,0.0040770781660436,0.0040770781660436,0.0040770781660436,151.92307692307693,1.0,0.0,1.0,21.64801157441166,21.64801157441166,21.64801157441166,1.0,2.714170410680926,28.421955142596666,0.1759800919403031,0.2915989960135833,4.660876628638221,0.2882918013728426,0.2882918013728426,0.2882918013728426,1.0,1.0,0.0,1.0,271441.0,271441.0,271441.0,1.0,1.0,1.0,3.684041835979089e-06,3.684041835979089e-06,3.684041835979089e-06,-3.203426503814917e-16,0.0019193857965451,0.0,0.0,1000000.0,0.0,0.0,0.0,3,1,6,5,5,5,5,5,21532.95633773632,1067008.0,209.5450586192724,41491.7362297258,3,3.25
-14.209065679925994,-2048.0,0.0,15,1,0.4538714976335989,5.552433916325226e-17,4.440892098500625e-16,7.998099870119204,8.0,8.136112339440748,3.705,8.136112339440748,12.537349499999996,3.630109566274097,0.5431577140263036,48.050214174740375,3.832565581324856,16.472430000000003,-2048.0,-2048.0,62914560.0,-3.203426503814917e-16,0.0,0.0,-2048.0,0.0,-2048.0,-2048.0,-2048.0,0.0,0.0,2048.0,0.0,69090379.03872001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.203426503814917e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.203426503814917e-16,1.0,1.0,2.0,-3.203426503814917e-16,0.0,2.472905595320054,2.8666666666666667,0.1911111111111111,2.5955555555555554,15.0,0.0,1.0,39.4,39.4,39.4,1.0,0.0335395040732342,0.0335395040732342,0.0335395040732342,5.5,1.0,0.0,1.0,9.292261904761904,9.292261904761904,9.292261904761904,1.0,1.457553492434501,2.182142857142857,0.395484693877551,0.3666666666666667,0.8161777210884353,0.2345353835978836,0.2345353835978836,0.2345353835978836,1.0,1.0,0.0,1.0,225.0,225.0,225.0,1.0,1.0,1.0,0.0044444444444444,0.0044444444444444,0.0044444444444444,-3.203426503814917e-16,0.0666666666666666,0.0,0.0,1000000.0,0.0,0.0,0.0,2,1,6,4,4,5,5,5,5364.79294081706,30720.0,91.6183064489832,5842.393062963109,2,2.0
-52.95795037858946,-2048.0,0.0,1629,1,0.4277448553838576,0.1215273438857923,4.706707655590388,38.72961841421965,44.02495115272702,47.32381245208378,23.01875680830744,51.79617720450033,1759.4843077499988,16.566395027662374,0.4394868909945789,1603.7197006166014,0.911471442827139,1788.9058980000002,-2048.0,-2048.0,6832521216.0,-3.203426503814917e-16,0.0,0.0,-2048.0,0.0,-2048.0,-2048.0,-2048.0,0.0,0.0,2048.0,0.0,7503215163.604993,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,3.743935981900833,212.7704112952732,0.1306141260253365,34.880268280449386,1629.0,0.0,1.0,467.4640883977901,467.4640883977901,467.4640883977901,1.0,0.0036804428559275,0.0036804428559275,0.0036804428559275,388.5384615384616,1.0,0.0,1.0,45.3973273823642,45.3973273823642,45.3973273823642,1.0,3.073864983280336,61.18927013247544,0.14006085887761,0.2385134816074042,11.367930493191398,0.256682764907286,0.256682764907286,0.256682764907286,1.0,1.0,0.0,1.0,2653641.0,2653641.0,2653641.0,1.0,1.0,1.0,3.768407256294277e-07,3.768407256294277e-07,3.768407256294277e-07,-3.203426503814917e-16,0.0006138735420503,0.0,0.0,1000000.0,0.0,0.0,0.0,5,1,6,4,3,5,4,5,31368.9462248166,3336192.0,159.52277146575148,76475.5544520245,5,3.5
-84.10900337024555,-2048.0,0.0,853,1,0.1737759699151277,0.0551554876361475,3.2209646278805386,58.39789957308975,69.00353037345263,66.0922090718717,11.886511683416629,69.18686155622323,1221.9685325000014,10.148151639319892,0.4200812796353326,1315.80281492594,1.0767894425513274,1246.755036,-2048.0,-2048.0,3577741312.0,-3.203426503814917e-16,0.0,0.0,-2048.0,0.0,-2048.0,-2048.0,-2048.0,0.0,0.0,2048.0,0.0,5229269634.514943,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.2034265038149176e-16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.2034265038149176e-16,1.0,1.0,2.0,-3.2034265038149176e-16,0.0,3.6885579810576616,104.66236811254396,0.122699141984225,31.16875959478236,853.0,0.0,1.0,436.6740914419695,436.6740914419695,436.6740914419695,1.0,0.003486285326395,0.003486285326395,0.003486285326395,225.15384615384616,1.0,0.0,1.0,38.05619570462552,38.05619570462552,38.05619570462552,1.0,2.7347795791866365,45.13763021947226,0.1762579329020764,0.2639552709892686,6.749965994518614,0.207830912434027,0.207830912434027,0.207830912434027,1.0,1.0,0.0,1.0,727609.0,727609.0,727609.0,1.0,1.0,1.0,1.374364528201273e-06,1.374364528201273e-06,1.374364528201273e-06,-3.203426503814917e-16,0.0011723329425556,0.0,0.0,1000000.0,0.0,0.0,0.0,5,1,6,4,4,3,1,5,23154.946730646658,1746944.0,117.55071971127568,55150.60973281179,3,2.5
-20.16051912568306,-1024.0,0.0,118,1,0.076195676372842,0.0232870048494271,1.120270644524194,48.10711604037622,57.0,57.0,3.813606977003376,57.0,126.66687870025636,3.6655542450432623,0.3442714983004421,354.2896245517951,2.797018669656996,139.14685821533203,-1011.3,-990.7,118127348.0,0.9999999999999992,9.0,3.0728987005102466,-979.0,6.203389830508475,-1000.5084745762712,-1000.5,-1024.0,45.0,4.276595744680851,1000.5394646584326,-0.0601870834847577,139297028.3348236,0.5,62.0126400459638,2.228209954640292,0.5187360426402798,0.0111918603511488,0.518589252496066,0.4794838088895655,0.0391545307912125,0.4794838088895655,0.9805679864978144,0.2433938698775946,0.7602580955552173,0.7602580955552173,0.9041032382220868,0.8401720637034781,-0.0194414237388088,0.1344252778159818,0.4794838088895655,1.4893172863616913,0.2575695994295896,1.9778018485433555,0.1141546263098308,0.2897371750569358,2.9786345727233825,1.49831803965379,0.2495182653464078,4.29136498405758,11.76271186440678,0.0996839988509049,8.621660442401609,59.0,0.25,2.5,61.0,146.65254237288136,39.58686440677966,0.625,0.0386364656866206,0.0987460834119383,0.0236090612552912,44.891483050139655,0.5006732700450459,0.249663364977477,2.5142832023651187,2.5569556321428712,6.247639806844635,1.6342845884674304,0.6214291994087203,1.9691535415045784,57.48147427470236,0.612236455396447,0.760104302477184,0.5450344473063256,0.7937660865594699,1.9938155717772803,0.4937537152550174,1.0,0.5,0.25,2.5,3481.0,8702.5,2175.625,0.625,2.0,1.0,0.0002872737719046,0.0007181844297615,0.0001795461074403,0.9999999999999992,0.0169491525423728,0.0,26.616589007397824,0.0375705542029468,0.4511286272440309,0.1127821568110077,0.0375705542029468,3,1,6,2,4,1,1,5,5238.6760246388685,118060.0,31.20377031637608,9522.794837067207,1,2.0
-17.944136657433056,-1024.0,0.0,233,1,0.239411319815663,0.0370276047180803,1.4175543835069435,38.283718169184205,39.006840228282094,42.10151248489328,9.49609375,45.10067558374654,356.10101890563965,9.165555494335267,0.3681736328711077,659.9032276191876,1.85313490437962,372.9756317138672,-1015.0,-988.2,233427806.0,1.035585165899509,15.0,2.5375473124523507,-973.0,8.191419993000423,-1000.8669527896996,-1000.0,-1024.0,51.0,6.129750692520777,1000.9176176155652,-0.0855179179021374,373660443.787262,0.4957726242885299,101.4200666801746,2.290335693463083,0.6110045582485578,0.0106362661537979,0.58254580137531,0.44033354614023,0.1388746618136545,0.4332092194503066,0.9815035479529264,0.2422702320922515,0.7845827780565006,0.7841078229438389,0.9562954604639736,0.8920539114719195,-0.0499844370615385,0.2800509782801568,0.4269754335966238,1.5015381489367274,0.2627861113623571,1.995567709463032,0.2315967409713255,0.3109204184810092,3.003076297873455,1.5437913362906788,0.255719836878885,4.6160190472255005,20.42489270386266,0.087660483707565,11.448801783049973,115.51502145922748,0.2584685663762456,2.540772532188841,93.22317596566523,225.55364806866956,60.14532665712923,0.6195755841678589,0.0321225865301281,0.1027607546485145,0.0192317617156007,79.58431421132865,0.4945343982487917,0.2621892729974781,2.5855478027443533,3.3498260996437983,8.150695448510028,2.156945200353264,0.6109494872399345,2.222254179704912,87.29412120820572,0.5128683202821442,0.690656982502476,0.7919622987229682,0.7073074162626791,1.8500964667474649,0.4289465915675054,1.5,0.375,0.6875,3.75,6671.75,16940.5,4104.840277777777,0.5902777777777778,1.5,0.375,0.5000374995269875,2.5000922880433145,0.2778015801756834,1.999999999999999,0.0171673819742489,3278.6875,12.371760817857554,0.0203822645682354,1.6826450364529273,0.0370075135341656,0.0698134549618627,5,1,6,5,2,1,1,5,6592.722279110826,233202.0,72.9224711198519,13782.736264998895,3,3.333333333333333
